5.007641599000000099e+01,1.441790525999999950e+01
5.007641509494710874e+01,1.441790539131877580e+01
5.007641419989421649e+01,1.441790552263755210e+01
5.007641330484132425e+01,1.441790565395632839e+01
5.007641240978843200e+01,1.441790578527510469e+01
5.007641151473553975e+01,1.441790591659388099e+01
5.007641061968264751e+01,1.441790604791265729e+01
5.007640972462976237e+01,1.441790617923143358e+01
5.007640882957687012e+01,1.441790631055020988e+01
5.007640793452397787e+01,1.441790644186898618e+01
5.007640703947108562e+01,1.441790657318776248e+01
5.007640614441819338e+01,1.441790670450653877e+01
5.007640524936530113e+01,1.441790683582531507e+01
5.007640435431240888e+01,1.441790696714409137e+01
5.007640345925951664e+01,1.441790709846286767e+01
5.007640256420662439e+01,1.441790722978164396e+01
5.007640166915373214e+01,1.441790736110042026e+01
5.007640077410083990e+01,1.441790749241919656e+01
5.007639987904794765e+01,1.441790762373797286e+01
5.007639898399506251e+01,1.441790775505674915e+01
5.007639808894217026e+01,1.441790788637552545e+01
5.007639719388927801e+01,1.441790801769430175e+01
5.007639629883638577e+01,1.441790814901307805e+01
5.007639540378349352e+01,1.441790828033185434e+01
5.007639450873060127e+01,1.441790841165063064e+01
5.007639361367770903e+01,1.441790854296940516e+01
5.007639271862481678e+01,1.441790867428818146e+01
5.007639182357192453e+01,1.441790880560695776e+01
5.007639092851903229e+01,1.441790893692573405e+01
5.007639003346614004e+01,1.441790906824451035e+01
5.007638913841324779e+01,1.441790919956328665e+01
5.007638824336036265e+01,1.441790933088206295e+01
5.007638734830747040e+01,1.441790946220083924e+01
5.007638645325457816e+01,1.441790959351961554e+01
5.007638555820168591e+01,1.441790972483839184e+01
5.007638466314879366e+01,1.441790985615716814e+01
5.007638376809590142e+01,1.441790998747594443e+01
5.007638287304300917e+01,1.441791011879472073e+01
5.007638197799011692e+01,1.441791025011349703e+01
5.007638108293722468e+01,1.441791038143227333e+01
5.007638018788433243e+01,1.441791051275104962e+01
5.007637929283144018e+01,1.441791064406982592e+01
5.007637839777854794e+01,1.441791077538860222e+01
5.007637750272565569e+01,1.441791090670737852e+01
5.007637660767277055e+01,1.441791103802615481e+01
5.007637571261987830e+01,1.441791116934493111e+01
5.007637481756698605e+01,1.441791130066370741e+01
5.007637392251409381e+01,1.441791143198248371e+01
5.007637302746120156e+01,1.441791156330126000e+01
5.007637213240830931e+01,1.441791169462003630e+01
5.007637123735541707e+01,1.441791182593881260e+01
5.007637034230252482e+01,1.441791195725758890e+01
5.007636944724963257e+01,1.441791208857636519e+01
5.007636855219674032e+01,1.441791221989514149e+01
5.007636765714384808e+01,1.441791235121391779e+01
5.007636676209095583e+01,1.441791248253269409e+01
5.007636586703807069e+01,1.441791261385147038e+01
5.007636497198517844e+01,1.441791274517024668e+01
5.007636407693228620e+01,1.441791287648902298e+01
5.007636318187939395e+01,1.441791300780779927e+01
5.007636228682650170e+01,1.441791313912657557e+01
5.007636139177360945e+01,1.441791327044535187e+01
5.007636049672071721e+01,1.441791340176412817e+01
5.007635960166782496e+01,1.441791353308290446e+01
5.007635870661493271e+01,1.441791366440168076e+01
5.007635781156204047e+01,1.441791379572045706e+01
5.007635691650914822e+01,1.441791392703923336e+01
5.007635602145625597e+01,1.441791405835800965e+01
5.007635512640336373e+01,1.441791418967678595e+01
5.007635423135047859e+01,1.441791432099556225e+01
5.007635333629758634e+01,1.441791445231433855e+01
5.007635244124469409e+01,1.441791458363311484e+01
5.007635154619180184e+01,1.441791471495189114e+01
5.007635065113890960e+01,1.441791484627066744e+01
5.007634975608601735e+01,1.441791497758944374e+01
5.007634886103312510e+01,1.441791510890821826e+01
5.007634796598023286e+01,1.441791524022699456e+01
5.007634707092734061e+01,1.441791537154577085e+01
5.007634617587444836e+01,1.441791550286454715e+01
5.007634528082155612e+01,1.441791563418332345e+01
5.007634438576866387e+01,1.441791576550209975e+01
5.007634349071577873e+01,1.441791589682087604e+01
5.007634259566288648e+01,1.441791602813965234e+01
5.007634170060999423e+01,1.441791615945842864e+01
5.007634080555710199e+01,1.441791629077720494e+01
5.007633991050420974e+01,1.441791642209598123e+01
5.007633901545131749e+01,1.441791655341475753e+01
5.007633812039842525e+01,1.441791668473353383e+01
5.007633722534553300e+01,1.441791681605231012e+01
5.007633633029264075e+01,1.441791694737108642e+01
5.007633543523974851e+01,1.441791707868986272e+01
5.007633454018685626e+01,1.441791721000863902e+01
5.007633364513396401e+01,1.441791734132741531e+01
5.007633275008107887e+01,1.441791747264619161e+01
5.007633185502818662e+01,1.441791760396496791e+01
5.007633095997529438e+01,1.441791773528374421e+01
5.007633006492240213e+01,1.441791786660252050e+01
5.007632916986950988e+01,1.441791799792129680e+01
5.007632827481661764e+01,1.441791812924007310e+01
5.007632737976372539e+01,1.441791826055884940e+01
5.007632648471083314e+01,1.441791839187762569e+01
5.007632558965794090e+01,1.441791852319640199e+01
5.007632469460504865e+01,1.441791865451517829e+01
5.007632379955215640e+01,1.441791878583395459e+01
5.007632290449926415e+01,1.441791891715273088e+01
5.007632200944637191e+01,1.441791904847150718e+01
5.007632111439348677e+01,1.441791917979028348e+01
5.007632021934059452e+01,1.441791931110905978e+01
5.007631932428770227e+01,1.441791944242783607e+01
5.007631842923481003e+01,1.441791957374661237e+01
5.007631753418191778e+01,1.441791970506538867e+01
5.007631663912902553e+01,1.441791983638416497e+01
5.007631574407613329e+01,1.441791996770294126e+01
5.007631484902324104e+01,1.441792009902171756e+01
5.007631395397034879e+01,1.441792023034049386e+01
5.007631305891745654e+01,1.441792036165927016e+01
5.007631216386456430e+01,1.441792049297804645e+01
5.007631126881167205e+01,1.441792062429682275e+01
5.007631037375878691e+01,1.441792075561559905e+01
5.007630947870589466e+01,1.441792088693437535e+01
5.007630858365300242e+01,1.441792101825315164e+01
5.007630768860011017e+01,1.441792114957192794e+01
5.007630679354721792e+01,1.441792128089070424e+01
5.007630589849432567e+01,1.441792141220948054e+01
5.007630500344143343e+01,1.441792154352825683e+01
5.007630410838854118e+01,1.441792167484703135e+01
5.007630321333564893e+01,1.441792180616580765e+01
5.007630231828275669e+01,1.441792193748458395e+01
5.007630142322986444e+01,1.441792206880336025e+01
5.007630052817697219e+01,1.441792220012213654e+01
5.007629963312408705e+01,1.441792233144091284e+01
5.007629873807119480e+01,1.441792246275968914e+01
5.007629784301830256e+01,1.441792259407846544e+01
5.007629694796541031e+01,1.441792272539724173e+01
5.007629605291251806e+01,1.441792285671601803e+01
5.007629515785962582e+01,1.441792298803479433e+01
5.007629426280673357e+01,1.441792311935357063e+01
5.007629336775384132e+01,1.441792325067234692e+01
5.007629247270094908e+01,1.441792338199112322e+01
5.007629157764805683e+01,1.441792351330989952e+01
5.007629068259516458e+01,1.441792364462867582e+01
5.007628978754227234e+01,1.441792377594745211e+01
5.007628889248938009e+01,1.441792390726622841e+01
5.007628799743649495e+01,1.441792403858500471e+01
5.007628710238360270e+01,1.441792416990378101e+01
5.007628620733071045e+01,1.441792430122255730e+01
5.007628531227781821e+01,1.441792443254133360e+01
5.007628441722492596e+01,1.441792456386010990e+01
5.007628352217203371e+01,1.441792469517888620e+01
5.007628262711914147e+01,1.441792482649766249e+01
5.007628173206624922e+01,1.441792495781643879e+01
5.007628083701335697e+01,1.441792508913521509e+01
5.007627994196046473e+01,1.441792522045399139e+01
5.007627904690757248e+01,1.441792535177276768e+01
5.007627815185468023e+01,1.441792548309154398e+01
5.007627725680179509e+01,1.441792561441032028e+01
5.007627636174890284e+01,1.441792574572909658e+01
5.007627546669601060e+01,1.441792587704787287e+01
5.007627457164311835e+01,1.441792600836664917e+01
5.007627367659022610e+01,1.441792613968542547e+01
5.007627278153733386e+01,1.441792627100420177e+01
5.007627188648444161e+01,1.441792640232297806e+01
5.007627099143154936e+01,1.441792653364175436e+01
5.007627009637865712e+01,1.441792666496053066e+01
5.007626920132576487e+01,1.441792679627930696e+01
5.007626830627287262e+01,1.441792692759808325e+01
5.007626741121998037e+01,1.441792705891685955e+01
5.007626651616708813e+01,1.441792719023563585e+01
5.007626562111420299e+01,1.441792732155441215e+01
5.007626472606131074e+01,1.441792745287318844e+01
5.007626383100841849e+01,1.441792758419196474e+01
5.007626293595552625e+01,1.441792771551074104e+01
5.007626204090263400e+01,1.441792784682951734e+01
5.007626114584974175e+01,1.441792797814829363e+01
5.007626025079684950e+01,1.441792810946706993e+01
5.007625935574395726e+01,1.441792824078584445e+01
5.007625846069106501e+01,1.441792837210462075e+01
5.007625756563817276e+01,1.441792850342339705e+01
5.007625667058528052e+01,1.441792863474217334e+01
5.007625577553238827e+01,1.441792876606094964e+01
5.007625488047950313e+01,1.441792889737972594e+01
5.007625398542661088e+01,1.441792902869850224e+01
5.007625309037371863e+01,1.441792916001727853e+01
5.007625219532082639e+01,1.441792929133605483e+01
5.007625130026793414e+01,1.441792942265483113e+01
5.007625040521504189e+01,1.441792955397360743e+01
5.007624951016214965e+01,1.441792968529238372e+01
5.007624861510925740e+01,1.441792981661116002e+01
5.007624772005636515e+01,1.441792994792993632e+01
5.007624682500347291e+01,1.441793007924871262e+01
5.007624592995058066e+01,1.441793021056748891e+01
5.007624503489768841e+01,1.441793034188626521e+01
5.007624413984480327e+01,1.441793047320504151e+01
5.007624324479191102e+01,1.441793060452381781e+01
5.007624234973901878e+01,1.441793073584259410e+01
5.007624145468612653e+01,1.441793086716137040e+01
5.007624055963323428e+01,1.441793099848014670e+01
5.007623966458034204e+01,1.441793112979892300e+01
5.007623876952744979e+01,1.441793126111769929e+01
5.007623787447455754e+01,1.441793139243647559e+01
5.007623697942166530e+01,1.441793152375525189e+01
5.007623608436877305e+01,1.441793165507402819e+01
5.007623570999999885e+01,1.441793170999999951e+01
5.007623544777185742e+01,1.441793304624670036e+01
5.007623518554371600e+01,1.441793438249340120e+01
5.007623492331557458e+01,1.441793571874010205e+01
5.007623466108744026e+01,1.441793705498680289e+01
5.007623439885929884e+01,1.441793839123350551e+01
5.007623413663115741e+01,1.441793972748020636e+01
5.007623387440301599e+01,1.441794106372690720e+01
5.007623361217487457e+01,1.441794239997360805e+01
5.007623334994673314e+01,1.441794373622030889e+01
5.007623308771859172e+01,1.441794507246700974e+01
5.007623282549045740e+01,1.441794640871371058e+01
5.007623256326231598e+01,1.441794774496041143e+01
5.007623230103417455e+01,1.441794908120711405e+01
5.007623203880603313e+01,1.441795041745381489e+01
5.007623177657789171e+01,1.441795175370051574e+01
5.007623151434975028e+01,1.441795308994721658e+01
5.007623125212161597e+01,1.441795442619391743e+01
5.007623098989347454e+01,1.441795576244061827e+01
5.007623072766533312e+01,1.441795709868731912e+01
5.007623046543719170e+01,1.441795843493401996e+01
5.007623020320905027e+01,1.441795977118072081e+01
5.007622994098090885e+01,1.441796110742742343e+01
5.007622967875276743e+01,1.441796244367412427e+01
5.007622941652463311e+01,1.441796377992082512e+01
5.007622915429649169e+01,1.441796511616752596e+01
5.007622889206835026e+01,1.441796645241422681e+01
5.007622862984020884e+01,1.441796778866092765e+01
5.007622836761206742e+01,1.441796912490762850e+01
5.007622810538392599e+01,1.441797046115432934e+01
5.007622784315578457e+01,1.441797179740103019e+01
5.007622758092765025e+01,1.441797313364773281e+01
5.007622731869950883e+01,1.441797446989443365e+01
5.007622705647136740e+01,1.441797580614113450e+01
5.007622679424322598e+01,1.441797714238783534e+01
5.007622653201508456e+01,1.441797847863453619e+01
5.007622626978694313e+01,1.441797981488123703e+01
5.007622600755880171e+01,1.441798115112793788e+01
5.007622574533066739e+01,1.441798248737463872e+01
5.007622548310252597e+01,1.441798382362134134e+01
5.007622522087438455e+01,1.441798515986804219e+01
5.007622495864624312e+01,1.441798649611474303e+01
5.007622469641810170e+01,1.441798783236144388e+01
5.007622443418996028e+01,1.441798916860814472e+01
5.007622417196182596e+01,1.441799050485484557e+01
5.007622390973368454e+01,1.441799184110154641e+01
5.007622364750554311e+01,1.441799317734824726e+01
5.007622338527740169e+01,1.441799451359494810e+01
5.007622312304926027e+01,1.441799584984165072e+01
5.007622286082111884e+01,1.441799718608835157e+01
5.007622259859297742e+01,1.441799852233505241e+01
5.007622233636484310e+01,1.441799985858175326e+01
5.007622207413670168e+01,1.441800119482845410e+01
5.007622181190856026e+01,1.441800253107515495e+01
5.007622154968041883e+01,1.441800386732185579e+01
5.007622128745227741e+01,1.441800520356855664e+01
5.007622102522413599e+01,1.441800653981525926e+01
5.007622076299599456e+01,1.441800787606196010e+01
5.007622050076786024e+01,1.441800921230866095e+01
5.007622023853971882e+01,1.441801054855536179e+01
5.007621997631157740e+01,1.441801188480206264e+01
5.007621971408343597e+01,1.441801322104876348e+01
5.007621945185529455e+01,1.441801455729546433e+01
5.007621918962715313e+01,1.441801589354216517e+01
5.007621892739901170e+01,1.441801722978886602e+01
5.007621866517087739e+01,1.441801856603556864e+01
5.007621840294273596e+01,1.441801990228226948e+01
5.007621814071459454e+01,1.441802123852897033e+01
5.007621787848645312e+01,1.441802257477567117e+01
5.007621761625831169e+01,1.441802391102237202e+01
5.007621735403017027e+01,1.441802524726907286e+01
5.007621709180203595e+01,1.441802658351577371e+01
5.007621682957389453e+01,1.441802791976247455e+01
5.007621656734575311e+01,1.441802925600917717e+01
5.007621630511761168e+01,1.441803059225587802e+01
5.007621604288947026e+01,1.441803192850257886e+01
5.007621578066132884e+01,1.441803326474927971e+01
5.007621551843318741e+01,1.441803460099598055e+01
5.007621525620505309e+01,1.441803593724268140e+01
5.007621499397691167e+01,1.441803727348938224e+01
5.007621473174877025e+01,1.441803860973608309e+01
5.007621446952062882e+01,1.441803994598278393e+01
5.007621420729248740e+01,1.441804128222948655e+01
5.007621394506434598e+01,1.441804261847618740e+01
5.007621368283620455e+01,1.441804395472288824e+01
5.007621342060807024e+01,1.441804529096958909e+01
5.007621315837992881e+01,1.441804662721628993e+01
5.007621289615178739e+01,1.441804796346299078e+01
5.007621263392364597e+01,1.441804929970969162e+01
5.007621237169550454e+01,1.441805063595639247e+01
5.007621210946736312e+01,1.441805197220309331e+01
5.007621184723922880e+01,1.441805330844979594e+01
5.007621158501108738e+01,1.441805464469649678e+01
5.007621132278294596e+01,1.441805598094319762e+01
5.007621106055480453e+01,1.441805731718989847e+01
5.007621079832666311e+01,1.441805865343659931e+01
5.007621053609852169e+01,1.441805998968330016e+01
5.007621027387038026e+01,1.441806132593000100e+01
5.007621001164224595e+01,1.441806266217670185e+01
5.007620974941410452e+01,1.441806399842340447e+01
5.007620948718596310e+01,1.441806533467010532e+01
5.007620922495782168e+01,1.441806667091680616e+01
5.007620896272968025e+01,1.441806800716350700e+01
5.007620870050153883e+01,1.441806934341020785e+01
5.007620843827339741e+01,1.441807067965690869e+01
5.007620817604526309e+01,1.441807201590360954e+01
5.007620791381712166e+01,1.441807335215031038e+01
5.007620765158898024e+01,1.441807468839701123e+01
5.007620738936083882e+01,1.441807602464371385e+01
5.007620712713269739e+01,1.441807736089041470e+01
5.007620686490455597e+01,1.441807869713711554e+01
5.007620660267641455e+01,1.441808003338381639e+01
5.007620636000000047e+01,1.441808127000000006e+01
5.007620715095304575e+01,1.441808060589827178e+01
5.007620794190609104e+01,1.441807994179654351e+01
5.007620873285912921e+01,1.441807927769481701e+01
5.007620952381217450e+01,1.441807861359308873e+01
5.007621031476521978e+01,1.441807794949136046e+01
5.007621110571826506e+01,1.441807728538963218e+01
5.007621189667130324e+01,1.441807662128790568e+01
5.007621268762434852e+01,1.441807595718617740e+01
5.007621347857739380e+01,1.441807529308444913e+01
5.007621426953043908e+01,1.441807462898272085e+01
5.007621506048347726e+01,1.441807396488099258e+01
5.007621585143652254e+01,1.441807330077926608e+01
5.007621664238956782e+01,1.441807263667753780e+01
5.007621743334261311e+01,1.441807197257580953e+01
5.007621822429565839e+01,1.441807130847408125e+01
5.007621901524869656e+01,1.441807064437235475e+01
5.007621980620174185e+01,1.441806998027062647e+01
5.007622059715478713e+01,1.441806931616889820e+01
5.007622138810783241e+01,1.441806865206716992e+01
5.007622217906087059e+01,1.441806798796544342e+01
5.007622297001391587e+01,1.441806732386371515e+01
5.007622376096696115e+01,1.441806665976198687e+01
5.007622455192000643e+01,1.441806599566025859e+01
5.007622534287305172e+01,1.441806533155853032e+01
5.007622613382608989e+01,1.441806466745680382e+01
5.007622692477913517e+01,1.441806400335507554e+01
5.007622771573218046e+01,1.441806333925334727e+01
5.007622850668522574e+01,1.441806267515161899e+01
5.007622929763826392e+01,1.441806201104989249e+01
5.007623008859130920e+01,1.441806134694816421e+01
5.007623087954435448e+01,1.441806068284643594e+01
5.007623167049739976e+01,1.441806001874470766e+01
5.007623246145043794e+01,1.441805935464297939e+01
5.007623325240348322e+01,1.441805869054125289e+01
